Time,Density (kg/m³),Resin Loading (g/m²),Temperature (°C),Moisture Content (%),Press Pressure (bar),Press Time (sec),Particle Size (mm),Resin Type,IB (MPa),MOR (MPa),TS (%),Outside Temperature (°C),Sawdust Humidity (%),Curing Time (sec),Cooling Time (sec),Cutting Speed (m/min),Warehouse Humidity (%),Material Waste (%),Energy Consumption (kWh),Wood Species Mix Ratio,Resin Hardener Ratio,Press Closure Speed (mm/s),Hot Press Plate Surface Temperature (°C),Pre-press Mat Moisture Content (%),Post-press Board Cooling Rate (°C/min),Dust Extraction Efficiency (%),Resin Penetration Depth (mm),Mat Forming Consistency (%),Board Edge Integrity (rating),Trim Waste Percentage (%),Additive Dosage (g/kg),Screening Efficiency (%),Blending Time for Particles and Resin (min),Mat Pre-heating Temperature (°C),Compression Ratio,Panel Surface Roughness (μm),Formaldehyde Scavenger Addition (g/kg),Sawdust Particle Distribution Uniformity (rating)
2022-11-19,749.8,195.72,180.91,7.51,383.6,24.54,2.96,Urea-formaldehyde,0.51,28.72,24.13,34.44,11.86,110.88,31.15,52.75,30.65,0.38,503.84,0.57,0.03,16.6,211.0,10.37,4.19,97.8,2.65,97.5,Fair,2.17,4.54,95.7,11.4,108.9,2.43,48.0,7.49,Non-uniform
2022-07-28,754.02,224.33,189.8,8.38,379.41,29.71,0.98,Melamine,0.58,38.58,12.84,28.52,8.58,123.07,72.9,93.13,40.03,3.14,1496.68,0.8,0.017,11.27,200.9,6.59,4.13,91.8,1.85,93.2,Good,4.33,6.96,93.0,5.1,113.9,2.23,85.0,3.24,Non-uniform
2022-07-11,611.64,149.0,191.98,10.33,376.73,36.09,1.19,Phenol-formaldehyde,0.74,32.6,8.62,30.02,11.46,67.6,66.1,97.87,36.73,2.07,908.05,0.76,0.031,16.84,190.0,10.97,3.93,93.2,2.01,92.5,Excellent,4.82,1.08,80.4,7.9,84.5,2.62,56.0,4.94,Non-uniform
2022-09-11,686.18,114.61,209.37,9.54,354.47,35.23,2.0,Melamine,0.48,38.67,8.23,13.64,6.77,89.28,49.86,76.56,41.79,0.23,1399.34,0.66,0.035,16.51,225.0,5.46,4.01,96.2,4.59,90.3,Fair,0.79,14.68,91.4,10.4,93.7,2.35,29.0,9.17,Non-uniform
2022-04-01,642.45,213.35,224.66,6.6,316.44,39.56,0.86,Melamine,0.63,44.75,13.72,21.4,12.69,126.33,48.3,72.35,33.9,4.65,1288.68,0.83,0.029,17.2,221.1,11.21,2.62,98.7,3.82,98.0,Good,4.61,0.93,86.0,10.1,86.0,2.8,12.0,1.3,Uniform
2022-04-24,768.4,205.27,207.06,6.45,364.13,33.71,2.36,Melamine,0.43,38.67,19.99,26.74,12.12,160.71,70.6,54.83,40.59,3.57,659.43,0.21,0.013,12.23,206.0,10.73,2.07,90.9,2.67,92.7,Poor,4.8,16.64,84.3,5.5,82.4,2.08,34.0,8.99,Uniform
2022-05-04,602.15,215.18,208.43,7.52,334.46,25.22,2.55,Phenol-formaldehyde,0.72,38.98,14.43,3.42,6.0,132.73,51.13,97.11,41.81,3.89,1127.78,0.37,0.049,13.91,210.8,9.59,4.22,93.4,1.73,93.9,Fair,4.86,16.3,93.5,13.0,82.8,2.18,88.0,6.95,Non-uniform
2022-12-22,681.28,264.77,224.06,7.37,302.52,27.66,3.0,Phenol-formaldehyde,0.43,29.62,10.08,-2.03,12.92,75.51,83.05,92.66,31.74,2.31,995.48,0.48,0.016,18.35,194.9,8.01,1.13,93.6,3.04,91.2,Fair,0.23,12.91,80.8,13.4,90.6,2.98,41.0,6.91,Uniform
2022-03-24,765.37,192.36,215.17,6.32,378.23,23.09,0.87,Melamine,0.38,40.74,24.64,28.68,10.07,88.68,43.6,66.78,47.08,0.65,1322.62,0.2,0.041,19.4,217.1,7.41,2.14,96.3,2.67,94.1,Poor,3.73,2.81,80.4,5.1,117.9,2.88,80.0,0.05,Uniform
2022-08-03,604.55,109.08,221.72,11.27,302.07,27.43,2.03,Melamine,0.37,25.06,17.28,9.54,9.31,120.89,51.81,59.51,31.77,0.78,743.4,0.27,0.044,5.46,214.7,8.27,4.47,96.8,3.54,99.1,Fair,3.21,6.58,95.8,9.9,104.4,2.34,99.0,9.73,Uniform
2022-10-15,604.85,220.93,181.3,6.9,364.86,37.41,0.61,Melamine,0.4,45.08,21.73,9.49,11.31,134.99,89.19,79.69,33.91,4.67,1063.0,0.13,0.019,14.84,222.7,11.95,3.52,93.0,4.98,99.0,Fair,3.05,5.1,94.9,10.1,93.0,2.41,14.0,6.26,Uniform
2022-02-01,608.93,193.85,190.21,10.81,365.97,29.65,1.22,Melamine,0.61,29.43,24.62,14.7,9.97,126.64,42.89,74.33,30.44,1.34,1494.93,0.99,0.029,16.06,208.1,9.42,1.04,96.9,4.12,90.6,Poor,4.99,8.92,97.3,11.3,80.4,1.78,85.0,1.45,Non-uniform
2022-07-11,718.28,227.72,183.65,8.58,385.67,24.88,0.86,Melamine,0.46,29.79,15.58,-4.5,12.86,111.87,84.27,70.68,30.97,4.55,741.36,0.3,0.035,9.12,210.8,11.88,2.28,92.3,1.67,94.9,Good,4.78,12.79,85.6,11.2,81.7,2.96,85.0,3.18,Uniform
2022-06-29,761.19,149.73,183.07,8.13,389.19,21.93,1.22,Urea-formaldehyde,0.7,48.31,22.32,22.62,10.26,64.09,67.78,95.83,40.07,0.96,1116.63,0.85,0.012,6.18,199.1,10.47,2.74,90.1,2.03,93.4,Fair,2.92,14.52,90.8,9.8,98.9,2.94,51.0,6.61,Uniform
2022-04-06,617.16,274.31,220.39,8.56,375.79,21.76,1.75,Melamine,0.45,40.98,15.56,8.27,12.23,60.25,77.97,99.31,33.13,2.4,1232.67,0.43,0.034,15.55,208.1,5.81,4.53,95.2,1.15,93.3,Poor,4.7,13.91,90.0,12.9,95.5,1.95,55.0,8.3,Non-uniform
2022-06-21,681.65,165.47,202.84,6.67,370.12,27.71,1.31,Phenol-formaldehyde,0.61,27.27,10.89,11.18,9.99,93.49,88.8,56.68,34.68,4.11,816.33,0.79,0.044,14.78,188.9,7.83,1.24,95.7,3.56,95.4,Good,0.41,4.6,94.9,13.1,111.7,1.74,27.0,4.08,Uniform
2022-07-25,745.18,280.01,217.07,11.96,340.31,37.07,1.8,Melamine,0.8,27.7,22.63,18.29,6.54,119.8,74.39,69.11,40.13,0.67,1176.6,0.83,0.043,6.54,181.9,5.82,2.95,94.7,1.72,98.1,Poor,0.36,16.24,85.0,14.0,81.0,2.94,20.0,8.33,Uniform
2022-03-16,731.01,247.74,201.71,11.31,328.12,33.24,2.74,Phenol-formaldehyde,0.44,21.72,9.6,-2.16,11.07,77.72,69.67,80.56,39.66,4.47,1407.92,0.82,0.044,8.23,229.4,5.16,4.72,95.5,4.69,98.7,Poor,1.97,6.97,85.2,11.0,111.1,2.24,39.0,1.37,Non-uniform
2022-03-03,635.01,294.56,203.77,6.43,363.09,25.62,1.35,Urea-formaldehyde,0.79,36.57,20.45,21.59,13.56,141.3,38.33,79.97,31.38,4.78,1267.17,0.71,0.039,5.55,206.2,9.55,2.77,98.5,2.56,93.8,Poor,4.57,6.67,82.0,6.8,107.6,2.59,54.0,6.09,Uniform
2022-11-26,700.22,161.41,181.65,8.85,394.88,24.28,1.08,Melamine,0.68,31.2,17.99,-1.99,6.18,160.94,61.23,65.95,33.45,0.41,1415.82,0.98,0.029,11.48,189.3,10.17,2.27,96.2,4.58,97.9,Excellent,3.95,15.05,83.8,7.7,107.4,1.59,31.0,5.21,Uniform
2022-11-17,693.45,206.28,200.99,11.19,317.67,33.86,2.87,Urea-formaldehyde,0.56,49.87,16.68,3.53,10.89,163.71,61.64,65.65,48.36,0.66,1013.19,0.58,0.049,11.14,207.4,7.38,4.74,90.9,4.31,94.8,Good,4.27,9.79,86.7,10.0,90.0,1.74,60.0,8.75,Uniform
2022-07-16,652.54,158.48,223.27,7.14,388.02,28.1,1.14,Phenol-formaldehyde,0.72,49.08,23.27,34.12,11.91,127.49,88.65,68.25,37.78,0.37,1263.69,0.7,0.035,11.65,213.7,8.52,4.41,91.8,4.83,93.3,Fair,2.03,17.6,93.1,9.7,113.6,2.11,15.0,5.54,Non-uniform
2022-10-18,618.75,168.7,207.29,8.89,336.56,22.94,1.99,Phenol-formaldehyde,0.62,21.56,21.06,3.39,6.42,122.54,86.32,72.3,30.6,3.78,778.85,0.44,0.048,7.02,218.9,6.29,1.94,90.0,1.28,95.5,Poor,3.8,7.6,83.1,14.1,108.5,2.62,67.0,0.27,Uniform
2022-08-02,634.55,123.6,209.62,5.19,381.21,36.09,2.41,Urea-formaldehyde,0.64,38.89,21.72,6.36,8.89,62.44,34.94,89.58,47.32,4.09,1163.58,0.19,0.049,16.29,224.9,6.26,3.18,94.2,4.32,97.1,Poor,0.92,4.4,89.4,9.6,100.9,2.77,21.0,8.71,Non-uniform
2022-01-12,612.28,148.48,210.39,6.11,310.21,32.41,2.6,Urea-formaldehyde,0.78,35.47,18.08,14.68,12.14,165.64,38.2,85.7,34.43,4.85,692.21,0.25,0.032,5.04,209.4,11.79,2.51,92.9,1.43,92.5,Excellent,4.2,4.68,82.3,5.5,113.2,2.98,21.0,4.54,Non-uniform
2022-11-22,687.94,278.03,201.44,8.4,385.5,23.92,2.15,Urea-formaldehyde,0.36,44.22,14.99,-1.17,9.07,138.24,68.72,82.45,45.92,4.59,1142.17,0.9,0.036,15.34,210.7,5.47,2.55,94.4,2.68,94.2,Poor,1.79,15.73,88.0,14.4,112.5,1.66,10.0,4.28,Uniform
2022-05-22,674.25,257.54,222.12,10.42,360.73,37.56,2.87,Phenol-formaldehyde,0.63,32.47,12.52,20.09,5.47,152.55,33.64,84.12,41.93,0.42,1146.21,0.65,0.05,11.39,214.9,5.21,1.45,97.3,3.03,95.8,Good,3.59,4.34,96.0,11.0,85.9,1.52,66.0,4.55,Non-uniform
2022-01-16,684.62,192.16,198.99,10.5,386.23,33.22,0.73,Phenol-formaldehyde,0.7,25.16,23.89,18.0,14.91,81.77,45.09,77.82,40.26,3.84,556.11,0.5,0.042,7.1,214.0,8.55,1.51,97.2,3.27,91.8,Poor,4.89,13.86,82.4,11.1,96.9,2.08,84.0,9.96,Non-uniform
2022-02-27,724.18,126.75,215.56,8.23,338.66,21.27,1.38,Phenol-formaldehyde,0.65,28.42,9.96,33.49,7.53,130.94,70.95,75.85,38.36,2.9,589.8,0.58,0.045,13.72,212.8,6.63,3.87,98.7,4.34,99.5,Good,1.52,19.53,83.2,8.2,106.5,1.66,48.0,4.31,Non-uniform
2022-01-28,696.34,288.66,212.53,6.17,382.23,24.94,1.2,Phenol-formaldehyde,0.54,37.58,25.0,11.14,9.7,115.45,50.32,82.18,41.43,4.99,1450.87,0.84,0.047,10.36,215.0,7.92,1.67,95.8,3.62,90.9,Poor,1.71,0.92,91.9,10.0,108.0,2.52,72.0,8.66,Non-uniform
2022-04-09,677.46,264.06,182.87,10.23,370.33,29.38,2.72,Melamine,0.51,21.6,18.81,19.75,11.33,146.47,80.45,54.79,38.56,4.98,572.47,0.97,0.04,16.54,187.6,8.54,1.55,94.9,3.53,95.4,Good,0.18,4.44,91.5,6.2,117.2,1.88,21.0,1.61,Non-uniform
2022-07-17,797.39,165.97,211.19,11.93,378.63,26.6,2.26,Melamine,0.32,22.73,15.58,15.73,7.06,73.06,84.07,98.68,33.06,4.77,1303.78,0.2,0.047,8.45,200.5,5.37,2.3,93.0,1.29,92.4,Excellent,4.7,19.98,92.8,12.2,88.4,2.97,55.0,6.86,Non-uniform
2022-02-24,676.36,177.2,206.59,11.66,352.89,33.66,1.48,Melamine,0.45,35.46,20.1,31.92,10.56,74.13,81.16,84.6,44.97,1.92,745.28,0.63,0.047,7.95,200.5,6.13,1.58,98.3,2.45,100.0,Poor,0.66,4.26,95.7,12.3,104.7,1.76,84.0,1.64,Non-uniform
2022-05-01,676.9,235.53,185.39,7.01,321.32,34.51,2.12,Phenol-formaldehyde,0.7,46.75,24.3,13.78,5.54,152.48,89.78,62.01,37.29,0.61,800.22,0.69,0.013,8.9,207.4,11.25,1.5,99.0,3.7,93.5,Good,1.5,0.16,98.7,5.9,107.8,2.0,12.0,0.14,Uniform
2022-10-23,639.54,251.02,207.33,6.2,370.62,24.27,1.79,Phenol-formaldehyde,0.7,23.39,8.57,33.29,8.08,130.21,40.1,51.37,35.8,3.42,904.83,0.45,0.048,5.82,199.4,11.25,2.49,91.3,3.46,98.0,Poor,2.9,0.39,88.1,14.5,101.7,1.61,84.0,0.98,Non-uniform
2022-02-07,625.25,287.97,181.84,10.31,372.4,22.2,1.36,Urea-formaldehyde,0.39,36.61,21.99,21.35,14.04,103.39,38.41,66.49,47.63,2.16,1383.55,0.73,0.012,11.05,224.1,11.93,2.25,98.7,2.36,97.4,Good,4.89,2.22,80.1,5.6,96.5,1.54,42.0,2.71,Uniform
2022-09-05,698.19,197.62,227.6,8.05,377.8,20.44,1.38,Melamine,0.51,44.41,10.83,28.41,12.21,119.73,53.03,92.03,37.83,0.26,1439.27,0.38,0.019,9.42,226.0,8.7,3.88,98.3,4.01,94.5,Fair,2.79,8.21,81.7,12.7,115.2,1.76,46.0,0.55,Uniform
2022-01-22,664.65,116.72,196.76,7.88,317.5,24.72,2.25,Melamine,0.54,29.74,24.73,33.4,5.83,85.67,83.53,54.23,33.29,0.42,899.63,0.16,0.031,7.61,209.1,9.15,2.43,94.7,4.09,97.0,Excellent,1.95,14.36,95.0,5.1,100.7,1.92,60.0,0.88,Uniform
2022-04-05,602.28,142.03,222.58,7.7,361.37,30.45,2.22,Urea-formaldehyde,0.6,48.72,15.24,24.15,14.5,135.18,80.34,86.2,49.86,2.19,540.43,0.39,0.035,16.36,209.3,7.29,2.85,92.5,2.09,97.4,Good,2.42,14.43,90.3,6.1,83.8,2.9,21.0,9.1,Non-uniform
2022-10-20,761.23,196.15,205.63,11.1,338.08,21.58,1.77,Melamine,0.46,36.12,18.55,22.65,8.49,115.35,75.44,94.04,49.41,1.21,505.3,0.29,0.012,5.24,189.8,9.95,2.73,95.1,2.01,90.9,Fair,0.35,17.59,90.2,12.3,82.7,1.76,55.0,2.05,Uniform
2022-02-12,660.92,127.95,194.96,7.01,311.18,26.14,1.5,Phenol-formaldehyde,0.49,39.72,22.02,10.08,13.99,92.88,69.23,60.56,31.55,4.27,1003.17,0.2,0.034,18.28,226.4,5.07,4.97,98.6,4.46,93.8,Excellent,3.66,17.04,97.8,7.8,98.3,2.52,21.0,5.02,Non-uniform
2022-12-25,727.28,135.83,217.64,8.66,329.54,22.75,1.81,Urea-formaldehyde,0.73,28.49,24.24,33.14,13.13,101.54,32.91,92.88,40.28,3.15,807.32,0.85,0.031,6.24,207.5,10.59,2.47,95.4,4.05,96.2,Good,3.99,18.55,85.3,12.5,90.0,2.44,79.0,9.83,Non-uniform
2022-09-26,667.99,169.56,210.55,8.5,317.21,34.62,0.87,Melamine,0.56,45.45,9.6,26.98,11.95,95.21,48.27,56.97,35.31,2.04,1407.76,0.87,0.016,7.49,214.9,9.5,4.49,92.5,1.94,97.0,Excellent,3.63,2.14,92.3,5.6,111.6,1.91,54.0,8.13,Uniform
2022-04-01,752.21,156.08,201.56,11.99,398.29,35.85,1.71,Melamine,0.48,27.34,15.36,26.76,7.8,112.54,61.69,74.46,40.39,4.66,1488.14,0.59,0.017,14.6,201.3,8.21,3.51,98.0,3.27,91.2,Poor,3.5,13.85,90.3,8.9,83.9,2.2,52.0,6.88,Uniform
2022-11-07,730.1,296.46,200.51,6.09,353.68,27.79,2.05,Urea-formaldehyde,0.41,28.15,13.18,5.43,10.26,125.25,55.8,50.75,30.4,2.39,1036.83,0.38,0.045,5.65,222.3,10.77,2.78,94.2,1.15,98.2,Poor,0.26,3.95,82.9,14.8,101.3,2.98,37.0,6.0,Uniform
2022-11-16,768.05,200.96,215.3,8.81,337.81,22.06,0.53,Urea-formaldehyde,0.55,40.83,20.33,-3.89,6.95,84.25,53.18,59.77,30.84,4.04,1428.94,0.96,0.038,6.25,195.0,10.0,4.87,92.9,3.16,93.9,Poor,0.01,2.74,89.1,12.6,92.5,2.77,18.0,7.3,Uniform
2022-03-14,786.39,258.6,187.39,11.39,363.9,33.68,0.68,Urea-formaldehyde,0.5,22.03,13.99,2.01,9.58,73.64,66.71,90.01,31.19,2.35,1309.17,0.91,0.023,17.35,217.8,9.0,4.15,94.1,2.08,91.6,Fair,4.39,1.06,89.2,14.3,103.4,1.71,14.0,6.8,Non-uniform
2022-03-10,716.42,133.65,205.17,11.39,379.33,36.35,1.84,Melamine,0.66,21.78,8.84,17.3,9.76,125.63,55.41,94.99,35.21,0.44,616.22,0.55,0.023,14.82,213.9,10.89,4.38,95.0,4.64,92.3,Poor,0.32,10.66,86.7,9.2,115.2,1.9,74.0,8.97,Uniform
2022-12-23,691.22,282.49,223.39,7.76,349.45,21.68,0.94,Phenol-formaldehyde,0.39,39.83,8.02,-3.73,11.96,79.02,85.02,88.6,34.7,0.44,699.55,0.99,0.029,10.72,225.6,7.79,4.46,92.2,1.26,99.8,Poor,1.7,7.32,93.3,14.0,82.5,2.16,55.0,7.24,Non-uniform
2022-08-17,640.02,147.87,227.3,11.27,398.78,34.75,2.44,Phenol-formaldehyde,0.64,37.33,15.6,10.28,10.97,69.49,45.55,64.64,30.77,1.51,982.6,0.66,0.037,16.92,205.2,10.11,4.82,94.2,3.95,92.2,Excellent,4.44,1.75,81.2,5.3,84.7,2.62,70.0,1.65,Uniform
2022-03-19,632.78,126.68,190.82,10.95,322.96,27.04,1.11,Urea-formaldehyde,0.64,29.88,13.47,12.5,10.32,120.12,81.78,51.05,34.79,2.75,1457.98,0.51,0.023,19.98,217.9,10.58,4.59,95.5,2.3,96.8,Good,2.75,12.93,90.1,14.8,89.0,2.79,60.0,7.98,Uniform
2022-03-23,604.04,168.62,226.24,10.31,336.17,37.14,1.96,Urea-formaldehyde,0.43,39.39,20.75,24.1,9.69,148.33,70.66,82.58,49.54,0.48,1242.04,0.15,0.029,18.69,191.2,9.16,2.44,94.3,4.8,90.4,Fair,1.59,18.03,98.1,8.0,95.1,2.95,43.0,7.3,Non-uniform
2022-07-21,730.58,257.92,194.98,11.48,338.31,27.13,0.75,Melamine,0.47,38.8,9.01,19.94,14.31,71.86,43.37,82.2,34.03,3.8,1460.84,0.88,0.029,15.68,229.3,7.4,1.15,92.3,1.4,90.2,Poor,1.12,13.92,98.7,11.7,90.9,2.67,90.0,3.68,Uniform
2022-12-09,641.95,235.06,203.28,5.91,380.17,34.3,2.36,Melamine,0.79,40.26,14.81,30.34,6.04,130.32,68.49,77.59,34.89,4.48,1053.33,0.9,0.042,18.13,199.5,5.07,4.99,90.4,3.66,90.8,Excellent,4.91,1.06,84.0,14.8,118.7,1.94,81.0,8.95,Uniform
2022-01-27,765.72,219.93,194.51,11.59,350.28,36.2,2.09,Urea-formaldehyde,0.67,25.06,13.77,15.79,9.53,116.74,85.36,89.05,31.2,4.27,785.44,0.78,0.021,6.5,188.6,11.9,2.24,95.6,2.77,91.4,Good,1.65,5.08,98.5,14.8,119.7,1.86,79.0,1.66,Uniform
2022-09-17,693.7,152.33,189.79,5.82,315.58,26.02,1.64,Urea-formaldehyde,0.47,41.15,10.11,24.79,9.43,88.14,70.81,79.7,49.67,2.89,951.89,0.21,0.015,18.73,221.3,9.62,3.04,97.4,1.3,90.0,Fair,2.02,4.36,82.1,11.1,107.1,1.53,23.0,4.07,Uniform
2022-02-26,718.27,227.5,212.63,9.58,317.91,32.88,0.87,Phenol-formaldehyde,0.73,41.8,18.69,3.03,12.66,157.61,54.49,64.12,38.14,4.72,764.33,0.17,0.014,17.8,206.8,11.25,3.03,92.0,3.18,95.2,Poor,3.37,13.63,95.1,7.5,113.8,3.0,66.0,8.26,Uniform
2022-05-28,636.64,243.17,218.57,9.15,317.92,36.81,2.7,Urea-formaldehyde,0.66,34.95,19.04,25.93,8.76,159.21,58.78,73.59,45.67,4.76,884.93,0.26,0.026,11.55,202.8,11.08,2.01,96.0,3.71,95.3,Excellent,4.87,7.11,93.4,7.3,106.8,2.26,25.0,0.13,Uniform
2022-06-08,619.51,180.15,222.34,8.01,332.49,25.05,0.75,Urea-formaldehyde,0.54,48.56,23.31,2.55,5.49,163.8,79.48,65.05,33.09,4.99,1102.11,0.94,0.048,14.32,204.6,5.88,3.03,97.0,3.08,93.6,Poor,4.4,14.18,88.9,12.5,108.0,2.37,22.0,3.86,Non-uniform
2022-11-19,793.04,161.15,202.49,7.69,397.01,24.35,0.73,Phenol-formaldehyde,0.53,21.92,8.02,15.78,14.59,145.83,73.9,69.6,49.6,2.46,604.95,0.28,0.018,16.42,181.6,5.41,3.52,94.6,1.5,100.0,Fair,1.28,15.64,88.4,8.6,81.0,2.32,66.0,3.52,Uniform
2022-03-25,681.11,187.07,200.84,11.72,375.46,26.29,0.61,Melamine,0.65,41.47,9.51,-4.11,9.11,98.6,52.82,68.87,36.31,4.89,517.14,0.63,0.031,17.59,222.6,7.74,2.95,97.0,1.88,99.6,Poor,3.45,12.22,81.5,8.8,82.7,2.25,71.0,5.42,Uniform
2022-08-02,620.18,192.49,182.85,8.7,353.95,21.11,2.88,Phenol-formaldehyde,0.73,30.44,11.38,23.04,7.26,149.12,48.15,86.76,49.57,0.96,1109.56,0.55,0.044,12.91,195.8,6.29,1.41,95.9,2.69,95.0,Excellent,3.86,7.21,92.9,5.7,96.7,1.67,56.0,3.58,Non-uniform
2022-12-25,789.15,106.62,225.48,10.01,312.68,23.04,1.16,Urea-formaldehyde,0.43,43.3,15.89,32.44,14.28,140.72,74.36,88.06,48.03,2.28,896.45,0.33,0.028,18.05,208.7,5.53,1.7,97.0,3.29,99.3,Good,0.01,10.29,91.8,11.3,94.2,2.22,17.0,2.17,Uniform
2022-03-03,758.27,104.61,188.39,11.41,335.78,35.47,1.96,Melamine,0.72,35.49,20.63,16.66,7.02,92.63,59.38,93.4,43.67,3.89,565.85,0.98,0.041,5.99,199.3,7.31,3.74,97.5,4.84,99.3,Poor,0.6,4.94,81.5,7.7,105.7,2.99,48.0,0.38,Non-uniform
2022-04-30,740.25,228.88,182.97,9.8,348.5,28.24,0.64,Urea-formaldehyde,0.49,23.42,8.37,-3.13,6.65,159.49,59.74,59.76,44.34,0.36,835.61,0.6,0.044,7.08,220.1,8.47,1.61,97.9,4.18,90.8,Excellent,0.01,8.58,87.8,8.1,85.3,2.81,78.0,2.28,Non-uniform
2022-05-17,761.02,240.31,180.27,11.75,356.72,20.48,2.05,Melamine,0.64,39.37,12.43,24.37,5.72,76.99,75.71,80.46,32.71,3.5,789.77,0.7,0.039,17.41,225.7,7.0,1.61,90.2,2.05,98.8,Fair,1.61,14.31,94.7,13.8,106.9,1.91,70.0,0.13,Uniform
2022-01-02,683.66,288.37,221.33,8.74,363.05,29.99,2.75,Urea-formaldehyde,0.69,44.51,9.24,1.37,14.13,114.96,78.75,97.04,30.79,4.0,881.04,0.94,0.045,12.4,226.9,6.63,3.4,98.9,1.58,94.8,Good,1.76,0.48,89.3,12.4,90.6,2.73,22.0,6.63,Non-uniform
2022-06-28,716.81,235.08,189.22,10.91,359.22,35.63,2.78,Melamine,0.41,47.83,13.3,-3.72,10.5,62.54,34.37,82.81,33.15,1.85,858.81,0.66,0.016,13.7,213.2,9.84,4.29,91.9,3.69,91.5,Poor,3.94,1.42,89.9,14.5,87.0,1.96,64.0,5.95,Non-uniform
2022-10-17,607.88,198.37,205.78,9.51,315.94,22.22,0.61,Urea-formaldehyde,0.38,40.9,9.79,7.83,5.53,132.59,85.33,73.36,35.02,0.74,912.75,0.13,0.013,15.41,217.8,5.55,4.26,94.3,3.72,99.4,Good,3.97,15.15,92.5,9.1,85.9,1.55,72.0,8.99,Uniform
2022-04-25,641.46,250.37,208.35,9.47,393.23,20.9,1.57,Urea-formaldehyde,0.39,45.88,10.1,11.45,13.03,76.4,44.41,81.26,48.74,2.97,1008.19,0.8,0.046,11.39,187.8,8.37,4.61,91.0,3.97,91.3,Good,3.39,19.69,94.3,12.1,102.4,2.05,38.0,7.9,Uniform
2022-11-27,608.13,195.19,220.45,5.91,300.4,25.15,1.31,Urea-formaldehyde,0.57,38.09,11.7,23.63,9.94,84.45,78.31,55.54,48.68,1.26,869.96,0.63,0.014,12.3,201.1,9.07,2.55,96.7,3.39,93.6,Fair,1.35,0.48,80.2,7.5,81.5,2.41,42.0,8.78,Uniform
2022-08-27,671.29,179.39,192.35,7.12,396.16,36.22,2.2,Urea-formaldehyde,0.33,27.8,13.86,14.52,9.94,127.33,65.42,52.12,40.77,3.43,644.28,0.72,0.025,7.08,204.7,9.95,2.78,98.0,4.86,98.7,Fair,0.46,14.03,85.5,8.1,104.3,2.78,92.0,1.59,Uniform
2022-09-24,604.84,282.68,227.31,10.62,396.04,29.75,2.56,Urea-formaldehyde,0.41,33.51,8.51,27.69,10.65,89.51,83.46,73.96,41.11,1.0,1254.31,0.51,0.021,14.92,204.6,8.33,2.01,94.5,4.62,96.2,Poor,0.76,13.95,95.7,11.2,87.9,2.56,84.0,5.89,Uniform
2022-11-01,687.51,195.25,204.76,11.44,328.75,31.15,2.45,Phenol-formaldehyde,0.53,26.7,18.65,12.82,13.67,62.46,32.42,58.86,46.75,0.76,905.41,0.17,0.027,9.22,215.6,7.41,4.02,95.8,3.66,93.6,Fair,1.58,0.72,90.3,14.5,113.6,2.75,21.0,2.54,Non-uniform
2022-05-05,711.46,139.37,187.92,7.58,346.95,34.33,2.41,Phenol-formaldehyde,0.55,49.03,16.55,-3.49,5.07,179.94,42.45,61.98,32.36,4.53,1385.22,0.83,0.032,15.1,209.8,11.41,2.99,97.2,4.4,93.1,Good,2.73,19.9,95.7,11.4,117.8,1.69,69.0,3.7,Non-uniform
2022-12-08,625.37,200.21,226.51,6.13,375.87,31.99,0.89,Phenol-formaldehyde,0.8,33.42,16.39,22.48,12.15,85.74,55.68,58.47,30.97,0.37,1496.2,0.48,0.041,11.04,186.2,7.52,1.95,97.8,3.7,93.3,Good,3.09,8.22,82.8,5.8,109.3,1.97,40.0,8.77,Non-uniform
2022-10-12,695.3,183.41,222.01,10.41,393.1,35.79,2.97,Melamine,0.39,29.56,12.02,19.73,5.98,104.14,49.23,52.87,43.42,0.25,1140.41,0.67,0.024,19.04,200.8,5.46,4.58,90.4,3.89,91.7,Poor,2.44,0.48,98.6,13.2,111.3,2.97,30.0,7.19,Non-uniform
2022-09-05,615.18,232.43,217.66,9.41,308.0,26.95,1.07,Phenol-formaldehyde,0.79,46.61,8.81,18.25,10.02,158.34,30.37,88.55,45.09,1.74,541.94,0.96,0.038,16.54,227.7,11.7,3.71,94.2,3.71,99.1,Excellent,4.41,4.48,93.0,13.9,80.2,2.57,94.0,7.23,Non-uniform
2022-04-16,759.46,225.28,215.83,11.94,314.68,31.92,2.31,Urea-formaldehyde,0.74,26.36,22.79,9.27,9.98,174.14,34.9,74.2,45.5,3.07,1108.63,0.71,0.028,14.18,229.5,6.74,1.7,93.6,2.27,98.5,Fair,2.45,2.99,88.8,11.6,119.5,1.82,11.0,1.93,Non-uniform
2022-01-05,718.42,174.15,188.36,10.2,331.28,37.83,1.62,Phenol-formaldehyde,0.65,29.91,17.13,-2.29,10.18,168.01,73.19,52.33,38.49,4.77,1195.88,0.14,0.01,15.97,180.5,7.94,3.47,90.8,4.16,93.0,Poor,2.54,0.29,80.3,5.5,80.4,2.72,41.0,3.09,Uniform
2022-12-19,793.62,188.84,220.94,6.19,374.43,31.95,1.49,Melamine,0.79,41.59,21.89,29.5,10.61,60.5,39.39,83.57,42.97,3.25,1242.1,0.25,0.021,9.56,195.0,5.33,2.67,93.8,3.82,94.1,Poor,3.37,8.07,98.9,6.8,100.1,2.19,24.0,4.05,Uniform
